Relative Pressure	Indoor Temperature	Indoor Humidity	Outdoor Temperature	Outdoor Humidity	Dewpoint	Windchill	Wind Speed	Wind Direction	Rain Total	Time	Date
[hPa]	[°C]	[%]	[°C]	[%]	[°C]	[°C]	[km/h]		[mm]
1019,7	15,9	57	16,4	54	7,0	16,4	4,6	SE	15,5	15:58	12.04.2011
1017,5	16,6	60	13,6	70	8,2	13,6	0,0	N	15,5	21:58	12.04.2011
1016,6	16,7	61	12,4	79	8,8	12,4	0,0	W	15,5	03:58	13.04.2011
1016,3	16,2	63	15,4	74	10,8	15,4	2,8	SSE	15,5	09:58	13.04.2011
1014,3	17,8	64	19,4	62	11,9	19,4	4,6	SW	15,5	15:58	13.04.2011
1012,3	17,5	67	15,6	79	11,9	15,6	6,1	SE	15,5	21:58	13.04.2011
1009,9	17,1	68	15,2	84	12,5	12,3	11,8	SE	15,5	03:58	14.04.2011
1009,9	16,8	68	15,9	69	10,2	15,9	3,6	E	15,5	09:58	14.04.2011
1012,8	17,2	66	22,9	35	6,6	22,9	5,0	NW	15,5	15:58	14.04.2011
1014,7	17,3	64	14,4	54	5,2	14,4	0,0	NNW	15,5	21:58	14.04.2011
1014,8	16,7	63	11,6	65	5,2	11,6	0,0	NNE	15,5	03:58	15.04.2011
1015,4	16,0	64	13,6	69	8,0	13,6	0,0	NNE	15,5	09:58	15.04.2011
1015,4	16,3	65	18,0	54	8,5	18,0	0,0	ESE	15,5	15:58	15.04.2011
1016,3	16,4	65	14,1	60	6,4	14,1	0,0	NNW	15,5	21:58	15.04.2011
1016,5	16,0	64	12,2	69	6,6	12,2	0,0	WSW	15,5	03:58	16.04.2011
1017,2	15,6	65	13,8	73	9,0	13,8	0,0	N	15,5	09:58	16.04.2011
1017,5	15,9	64	19,6	48	8,3	19,6	4,6	N	15,5	15:58	16.04.2011
1018,7	16,0	63	12,8	63	5,9	12,8	2,5	NNW	15,5	21:58	16.04.2011
1018,4	15,6	62	11,9	69	6,4	11,9	3,9	NE	15,5	03:58	17.04.2011
1019,2	15,2	63	11,2	77	7,3	9,4	8,2	NE	15,5	09:58	17.04.2011
1016,6	15,0	65	11,4	81	8,2	11,4	6,1	ENE	15,5	15:58	17.04.2011
1015,2	14,5	66	9,9	88	8,0	9,9	4,3	N	15,5	21:58	17.04.2011
1015,3	14,0	65	---	---	---	---	---	---	15,5	03:58	18.04.2011
1016,5	13,6	65	---	---	---	---	---	---	15,5	09:58	18.04.2011
1017,0	13,6	66	---	---	---	---	---	---	15,5	15:58	18.04.2011
1017,9	13,5	65	---	---	---	---	---	---	15,5	21:58	18.04.2011
1017,3	13,2	64	---	---	---	---	---	---	15,5	03:58	19.04.2011
1016,3	12,8	64	---	---	---	---	---	---	15,5	09:58	19.04.2011
1015,5	13,1	65	---	---	---	---	---	---	15,5	15:58	19.04.2011
1015,6	13,3	65	---	---	---	---	---	---	15,5	21:58	19.04.2011
1016,6	13,2	65	---	---	---	---	---	---	15,5	03:58	20.04.2011
1017,2	12,9	64	---	---	---	---	---	---	15,5	09:58	20.04.2011
1019,1	13,4	66	---	---	---	---	---	---	15,5	15:58	20.04.2011
1020,0	13,8	66	---	---	---	---	---	---	15,5	21:58	20.04.2011
1022,0	13,8	64	---	---	---	---	---	---	15,5	03:58	21.04.2011
1023,5	13,5	62	---	---	---	---	---	---	15,5	09:58	21.04.2011
1022,6	14,0	58	---	---	---	---	---	---	15,5	15:58	21.04.2011
1022,5	14,2	57	12,3	48	1,6	12,3	3,9	N	15,5	21:58	21.04.2011
1020,7	13,9	58	---	---	---	---	---	---	15,5	03:58	22.04.2011
1019,1	13,6	54	---	---	---	---	---	---	15,5	09:58	22.04.2011
1019,3	14,3	58	19,6	44	7,0	19,6	3,2	E	15,5	15:58	22.04.2011
1018,7	14,5	55	12,5	37	-1,7	12,5	1,8	N	15,5	21:58	22.04.2011
1018,5	14,2	55	11,8	51	2,0	11,8	3,2	NNE	15,5	03:58	23.04.2011
1019,3	14,0	57	---	---	---	---	---	---	15,5	09:58	23.04.2011
1020,3	14,6	59	19,8	44	7,2	19,8	3,6	N	15,5	15:58	23.04.2011
1020,4	14,7	56	12,4	45	0,8	12,4	4,6	N	15,5	21:58	23.04.2011
1021,2	14,4	55	11,8	56	3,3	11,8	4,6	WNW	15,5	03:58	24.04.2011
1022,2	14,2	56	13,3	56	4,7	10,9	10,0	NNE	15,5	09:58	24.04.2011
1022,6	14,8	58	20,4	41	6,7	20,4	0,0	NE	15,5	15:58	24.04.2011
1021,5	15,2	57	13,5	45	1,8	13,5	3,6	ENE	15,5	21:58	24.04.2011
1022,4	14,8	56	10,4	55	1,7	10,4	0,0	ENE	15,5	03:58	25.04.2011
1022,1	14,4	58	14,6	66	8,3	14,6	3,9	NNE	15,5	09:58	25.04.2011
1020,9	15,2	61	18,7	51	8,3	18,7	5,4	N	15,5	15:58	25.04.2011
1018,9	17,5	59	12,4	65	6,0	7,2	17,6	ESE	15,5	21:58	25.04.2011
1018,6	16,3	59	12,3	71	7,2	12,3	4,3	WNW	15,5	03:58	26.04.2011
1016,8	15,9	61	13,6	71	8,4	13,6	5,4	NW	15,5	09:58	26.04.2011
1015,5	17,4	58	19,1	56	10,1	19,1	3,2	N	15,5	15:58	26.04.2011
1016,7	17,0	60	13,3	70	7,9	13,3	0,0	NNW	15,5	21:58	26.04.2011
1013,8	16,8	62	10,9	88	9,0	10,9	2,5	N	15,5	03:58	27.04.2011
1014,2	16,5	63	11,2	91	9,7	11,2	0,0	E	15,5	09:58	27.04.2011
1012,9	16,5	66	14,2	87	12,0	14,2	1,4	ENE	15,5	15:58	27.04.2011
1012,4	16,4	66	12,7	88	10,7	12,7	0,0	ESE	15,5	21:58	27.04.2011
1010,9	16,3	67	12,9	88	10,9	12,9	3,6	NNE	15,5	03:58	28.04.2011
1010,6	16,2	67	13,3	88	11,3	13,3	6,1	NW	15,5	09:58	28.04.2011
1010,5	16,5	68	17,0	75	12,5	17,0	1,4	SSE	15,5	15:58	28.04.2011
1011,0	16,5	68	13,8	81	10,6	13,8	0,0	NNE	15,5	21:58	28.04.2011
1011,1	16,4	67	12,9	80	9,5	12,9	1,0	NNE	15,5	03:58	29.04.2011
1011,3	16,2	66	16,2	75	11,7	14,5	9,0	ENE	15,5	09:58	29.04.2011
1011,5	16,8	67	22,3	54	12,5	22,3	4,3	W	15,5	15:58	29.04.2011
1012,2	17,0	68	15,8	69	10,1	15,8	0,0	WNW	15,5	21:58	29.04.2011
1012,0	17,0	67	12,4	79	8,8	12,4	0,0	NNE	15,5	03:58	30.04.2011
1012,8	16,8	66	16,1	81	12,8	16,1	0,0	SE	15,5	09:58	30.04.2011
1013,4	16,5	71	20,4	61	12,6	20,4	2,5	ENE	15,5	15:58	30.04.2011
1012,8	17,3	71	16,9	72	11,8	16,9	0,0	WNW	15,5	21:58	30.04.2011
1012,7	17,0	73	14,8	82	11,7	14,8	0,0	NNW	15,5	03:58	01.05.2011
1010,4	17,0	77	16,3	86	13,9	16,3	0,0	NNW	15,5	09:58	01.05.2011
1008,2	17,2	74	22,8	57	13,8	22,8	6,4	SE	15,5	15:58	01.05.2011
1007,5	17,6	75	18,2	73	13,3	18,2	2,8	NNW	15,5	21:58	01.05.2011
1009,1	17,9	75	15,3	83	12,4	15,3	0,0	NNW	15,5	03:58	02.05.2011
1011,5	17,5	78	17,9	82	14,8	17,9	1,4	SE	15,5	09:58	02.05.2011
1012,7	18,4	79	21,3	69	15,4	20,7	7,2	SSE	15,5	15:58	02.05.2011
1021,4	17,9	64	15,1	52	5,3	15,1	0,0	NW	15,5	21:55	07.05.2011
1019,5	17,4	63	12,2	72	7,3	12,2	5,0	NW	15,5	03:55	08.05.2011
1018,9	17,0	64	16,8	71	11,5	16,8	0,0	SSE	15,5	09:55	08.05.2011
1018,2	17,4	67	22,4	52	12,0	22,4	2,5	SE	15,5	15:55	08.05.2011
1017,9	18,0	66	17,1	64	10,2	17,1	0,0	WNW	15,5	21:55	08.05.2011
1017,9	17,9	65	13,2	78	9,4	13,2	0,0	NNW	15,5	03:55	09.05.2011
1019,1	17,6	66	15,9	76	11,6	15,9	3,9	WSW	15,5	09:55	09.05.2011
1019,3	17,8	67	21,6	55	12,2	20,9	7,5	E	15,5	15:55	09.05.2011
1019,2	18,0	65	13,6	71	8,4	13,6	3,9	NE	15,5	21:55	09.05.2011
1019,2	17,4	62	13,4	70	8,0	12,4	7,2	NE	15,5	03:55	10.05.2011
1019,4	17,1	62	15,1	68	9,2	14,2	7,2	NE	15,5	09:55	10.05.2011
1018,4	17,8	63	20,4	53	10,5	16,8	20,1	WSW	15,5	15:55	10.05.2011
1016,1	17,8	60	14,5	63	7,5	14,5	4,6	SSE	15,5	21:55	10.05.2011
1014,0	17,8	59	14,2	63	7,2	12,5	8,6	NNE	15,5	03:55	11.05.2011
1013,5	17,2	56	15,9	57	7,4	14,8	7,5	NNE	15,5	09:55	11.05.2011
1012,8	17,6	58	21,4	41	7,6	19,9	10,4	NNE	15,5	15:55	11.05.2011
1013,4	17,8	57	17,1	51	6,9	17,1	3,9	N	15,5	21:55	11.05.2011
1013,3	17,7	58	15,1	61	7,6	10,5	18,0	WNW	15,5	03:55	12.05.2011
1014,5	17,5	59	17,6	59	9,5	17,6	3,9	ENE	15,5	09:55	12.05.2011
1015,4	17,7	61	20,4	49	9,3	18,3	12,2	N	15,5	15:55	12.05.2011
1016,8	18,0	61	15,9	61	8,4	15,9	0,0	NNW	15,5	21:55	12.05.2011
1016,9	17,4	61	13,7	66	7,4	13,7	3,2	NNW	15,5	03:55	13.05.2011
1019,1	17,3	60	17,8	57	9,1	17,8	0,0	NNE	15,5	09:55	13.05.2011
1019,7	18,6	61	24,8	44	11,7	24,8	2,5	SE	15,5	15:55	13.05.2011
1021,1	18,8	58	18,1	53	8,3	18,1	6,1	NW	15,5	21:55	13.05.2011
1020,4	18,7	60	12,4	70	7,0	12,4	0,0	ENE	15,5	03:55	14.05.2011
1020,9	17,8	63	18,2	60	10,3	18,2	0,0	ESE	15,5	09:55	14.05.2011
1019,7	19,8	56	25,6	33	8,1	25,2	7,2	WSW	15,5	15:55	14.05.2011
1019,2	20,0	56	19,3	48	8,0	19,3	0,0	ENE	15,5	21:55	14.05.2011
1019,0	19,9	57	14,2	63	7,2	14,2	0,0	N	15,5	03:55	15.05.2011
1019,8	18,8	58	19,1	60	11,1	19,1	0,0	SE	15,5	09:55	15.05.2011
1018,2	21,5	53	26,2	37	10,3	26,2	1,8	SSW	15,5	15:55	15.05.2011
1018,6	21,1	55	19,8	54	10,2	19,8	0,0	SW	15,5	21:55	15.05.2011
1017,8	21,2	55	14,7	61	7,2	14,7	0,0	NNE	15,5	03:55	16.05.2011
1018,2	19,9	57	19,6	62	12,1	19,6	0,0	SE	15,5	09:55	16.05.2011
1017,8	22,1	57	24,9	49	13,4	24,9	6,1	E	15,5	15:55	16.05.2011
1016,8	21,7	58	19,4	72	14,2	19,4	0,0	ESE	15,5	21:55	16.05.2011
1016,1	21,0	59	16,1	76	11,8	16,1	0,0	NNE	15,5	03:55	17.05.2011
1017,2	20,3	60	18,7	79	15,0	18,7	2,5	S	15,5	09:55	17.05.2011
1017,1	20,6	60	22,5	56	13,3	21,6	8,2	SE	15,5	15:55	17.05.2011
1016,6	20,7	60	17,9	66	11,4	17,9	0,0	NNW	15,5	21:55	17.05.2011
1016,6	20,2	60	15,7	79	12,0	15,7	2,1	N	15,5	03:55	18.05.2011
1017,2	19,8	61	18,6	74	13,8	18,6	4,3	ENE	15,5	09:55	18.05.2011
1017,8	20,0	61	22,8	43	9,5	22,8	2,5	SSE	15,5	15:55	18.05.2011
1017,4	20,3	59	18,6	50	7,9	18,6	0,0	NW	15,5	21:55	18.05.2011
1017,3	20,0	60	16,1	70	10,6	16,1	2,8	WSW	15,5	03:55	19.05.2011
1017,7	19,6	61	15,5	80	12,0	15,5	1,4	SSW	15,5	09:55	19.05.2011
1018,6	19,7	62	21,5	55	12,1	21,5	1,4	NW	15,5	15:55	19.05.2011
1019,1	19,7	61	16,5	64	9,6	16,5	0,0	WNW	15,5	21:55	19.05.2011
1020,0	19,3	61	14,4	74	9,8	14,4	0,0	WNW	15,5	03:55	20.05.2011
1020,9	18,8	61	18,5	71	13,1	18,5	0,0	S	15,5	09:55	20.05.2011
1020,7	19,2	62	24,3	50	13,2	24,3	2,5	SSE	15,5	15:55	20.05.2011
1019,6	19,7	62	19,3	62	11,8	19,3	0,0	NW	15,5	21:55	20.05.2011
1019,9	19,4	62	14,6	76	10,4	14,6	0,0	NNE	15,5	03:55	21.05.2011
1020,6	19,0	62	19,1	69	13,3	19,1	0,0	SE	15,5	09:55	21.05.2011
1020,1	19,6	63	28,4	44	15,0	28,4	2,1	NNE	15,5	15:55	21.05.2011
1018,6	20,3	63	20,9	52	10,7	20,9	2,5	N	15,5	21:55	21.05.2011
1018,5	20,0	62	17,9	61	10,2	17,9	0,0	N	15,5	03:55	22.05.2011
1019,5	20,0	62	22,6	58	13,9	22,6	2,1	SW	15,5	09:55	22.05.2011
1019,0	20,6	63	27,5	42	13,4	26,7	11,1	NE	15,5	15:55	22.05.2011
1018,4	21,1	62	21,5	49	10,3	21,5	0,0	NE	15,5	21:55	22.05.2011
1018,3	21,0	61	21,1	54	11,4	21,1	2,1	NNE	15,5	03:55	23.05.2011
1019,4	20,9	61	23,1	50	12,1	23,1	6,1	SE	15,5	09:55	23.05.2011
1019,1	22,1	59	27,8	40	12,9	27,8	5,0	SSW	15,5	15:55	23.05.2011
1018,9	22,4	58	21,1	54	11,4	21,1	3,9	SW	15,5	21:55	23.05.2011
1018,9	22,3	58	20,5	53	10,6	20,5	6,1	N	15,5	03:55	24.05.2011
1019,3	22,2	57	22,6	54	12,8	22,6	6,4	ENE	15,5	09:55	24.05.2011
1019,6	23,6	57	27,7	44	14,3	27,7	1,4	SE	15,5	15:55	24.05.2011
1018,6	23,1	56	21,8	55	12,3	21,8	6,1	NE	15,5	21:55	24.05.2011
1017,6	23,2	59	18,5	65	11,8	18,5	0,0	NNE	15,5	03:55	25.05.2011
1017,9	22,7	57	22,6	55	13,1	22,6	2,1	N	15,5	09:55	25.05.2011
1017,6	22,9	56	24,8	48	13,0	24,8	5,4	SSW	15,5	15:55	25.05.2011
1016,2	23,0	53	22,1	47	10,2	21,3	7,9	NNE	15,5	21:55	25.05.2011
1016,0	23,1	56	20,7	56	11,6	20,7	0,0	N	15,5	03:55	26.05.2011
1015,9	22,8	56	22,3	57	13,3	22,3	3,2	NE	15,5	09:55	26.05.2011
1015,8	23,2	59	25,1	58	16,2	25,1	0,0	NNE	15,5	15:55	26.05.2011
1014,7	23,0	60	20,6	67	14,2	20,6	1,4	NE	15,5	21:55	26.05.2011
1015,2	22,7	62	18,0	83	15,0	18,0	0,0	NNW	15,5	03:55	27.05.2011
1015,6	22,2	62	19,7	80	16,1	19,7	2,1	ENE	15,5	09:55	27.05.2011
1015,5	22,5	63	21,8	73	16,7	21,1	7,5	ENE	15,5	15:55	27.05.2011
1014,4	22,0	63	18,1	79	14,4	17,5	6,8	ENE	15,5	21:55	27.05.2011
1013,9	21,6	62	18,9	72	13,7	18,9	4,6	N	15,5	03:55	28.05.2011
1014,8	21,3	63	20,1	70	14,4	20,1	2,1	WNW	15,5	09:55	28.05.2011
1014,1	21,4	63	23,4	65	16,4	23,4	3,6	SE	15,5	15:55	28.05.2011
1013,7	21,7	64	20,7	66	14,1	20,7	0,0	SW	15,5	21:55	28.05.2011
1013,2	21,0	64	16,8	76	12,5	16,8	1,8	NNW	15,5	03:55	29.05.2011
1014,8	20,8	63	21,8	67	15,4	21,8	0,0	N	15,5	09:55	29.05.2011
1015,0	21,5	65	28,0	48	16,0	28,0	6,4	NNE	15,5	15:55	29.05.2011
1016,1	22,0	64	20,8	65	14,0	20,8	0,0	NW	15,5	21:55	29.05.2011
1017,0	21,6	63	16,5	72	11,4	16,5	0,0	SSW	15,5	03:55	30.05.2011
1018,5	21,2	63	22,6	59	14,2	22,6	1,8	NE	15,5	09:55	30.05.2011
1018,9	21,8	63	29,9	44	16,3	29,9	0,0	NE	15,5	15:55	30.05.2011
1019,4	22,2	63	21,7	62	14,1	21,7	0,0	WNW	15,5	21:55	30.05.2011
1018,3	21,8	63	17,0	75	12,5	17,0	1,0	WNW	15,5	03:55	31.05.2011
1019,0	21,4	63	21,8	65	14,9	21,8	0,0	SSW	15,5	09:55	31.05.2011
1018,5	22,0	63	26,8	45	13,9	26,8	3,9	S	15,5	15:55	31.05.2011
1018,1	22,3	63	21,5	60	13,4	21,5	1,4	NW	15,5	21:55	31.05.2011
1017,3	22,0	63	17,9	75	13,4	17,9	0,0	NNW	15,5	03:55	01.06.2011
1017,4	21,7	64	22,4	73	17,3	22,4	2,8	SE	15,5	09:55	01.06.2011
1017,1	23,1	64	27,1	52	16,4	26,5	9,0	SSE	15,5	15:55	01.06.2011
1017,0	23,4	64	21,9	68	15,7	21,9	0,0	WSW	15,5	21:55	01.06.2011
1016,2	23,2	63	18,1	72	12,9	18,1	0,0	NNE	15,5	03:55	02.06.2011
1017,3	22,9	64	22,6	69	16,6	22,6	0,0	SSE	15,5	09:55	02.06.2011
1017,2	24,0	63	29,6	44	16,0	29,6	3,6	E	15,5	15:55	02.06.2011
1017,4	24,2	63	23,5	62	15,8	22,9	7,5	WNW	15,5	21:55	02.06.2011
1017,2	24,6	63	20,4	69	14,5	20,4	0,0	NNW	15,5	03:55	03.06.2011
1017,6	23,9	63	23,8	65	16,8	23,8	0,0	SSW	15,5	09:55	03.06.2011
1017,2	24,8	60	31,3	42	16,8	31,3	3,2	ENE	15,5	15:55	03.06.2011
1018,7	25,0	65	23,8	66	17,0	23,8	0,0	WNW	15,5	21:55	03.06.2011
1017,5	25,1	64	20,6	73	15,6	20,6	3,6	NW	15,5	03:55	04.06.2011
1018,1	24,4	63	24,1	67	17,6	24,1	3,2	ENE	15,5	09:55	04.06.2011
1018,2	25,5	64	28,9	52	18,0	28,9	0,0	W	15,5	15:55	04.06.2011
1017,2	25,2	61	23,9	60	15,6	23,9	0,0	N	15,5	21:55	04.06.2011
1016,8	25,2	62	19,9	73	14,9	19,9	0,0	N	15,5	03:55	05.06.2011
1017,3	24,4	59	24,5	59	15,9	24,5	0,0	NNW	15,5	09:55	05.06.2011
1016,7	26,0	55	31,9	36	15,0	31,9	0,0	N	15,5	15:55	05.06.2011
1015,8	25,6	57	24,9	58	16,0	24,9	0,0	NNW	15,5	21:55	05.06.2011
1015,0	24,9	56	19,8	63	12,5	19,8	0,0	WNW	15,5	03:55	06.06.2011
1015,0	24,4	53	24,8	49	13,3	24,8	2,1	N	15,5	09:55	06.06.2011
1014,9	25,3	54	32,8	36	15,8	32,8	0,0	SW	15,5	15:55	06.06.2011
1014,1	25,6	54	25,1	47	13,0	25,1	0,0	E	15,5	21:55	06.06.2011
1014,0	24,6	53	20,8	61	13,0	20,8	3,9	NNW	15,5	03:55	07.06.2011
1014,8	24,4	54	25,8	48	13,9	25,8	2,5	NNE	15,5	09:55	07.06.2011
1015,8	25,2	54	33,4	35	15,8	33,4	2,1	NNW	15,5	15:55	07.06.2011
1015,5	25,5	52	25,3	44	12,2	25,3	0,0	NNW	15,5	21:55	07.06.2011
1015,2	24,6	53	20,5	61	12,7	20,5	3,2	NNW	15,5	03:55	08.06.2011
1016,6	24,4	55	24,4	60	16,1	24,4	6,4	WNW	15,5	09:55	08.06.2011
1015,9	25,2	54	30,4	43	16,4	30,4	4,6	NNW	15,5	15:55	08.06.2011
1013,9	25,4	52	25,7	43	12,2	25,7	0,0	WNW	15,5	21:55	08.06.2011
1012,7	24,7	52	21,6	59	13,2	21,6	4,3	SSE	15,5	03:55	09.06.2011
1012,1	24,4	56	25,1	60	16,8	25,1	0,0	SE	15,5	09:55	09.06.2011
1010,5	25,4	54	32,2	35	14,8	32,2	5,0	SE	15,5	15:55	09.06.2011
1008,6	26,3	57	26,4	56	16,9	26,4	0,0	NW	15,5	21:55	09.06.2011
1008,1	25,8	57	23,3	64	16,1	23,3	3,9	N	15,5	03:55	10.06.2011
1008,5	25,2	55	25,2	55	15,5	24,8	7,2	WSW	15,5	09:55	10.06.2011
1008,0	26,9	49	31,7	35	14,3	31,6	6,8	SW	15,5	15:55	10.06.2011
1007,4	27,5	46	27,5	40	12,7	27,5	0,0	N	15,5	21:55	10.06.2011
1008,9	25,4	53	21,3	62	13,7	21,3	0,0	N	15,5	03:55	11.06.2011
1010,2	25,1	48	26,1	45	13,2	26,1	0,0	NNW	15,5	09:55	11.06.2011
1010,4	27,2	46	28,4	38	12,7	27,8	10,4	S	15,5	15:55	11.06.2011
1010,3	26,2	47	24,5	47	12,4	24,5	0,0	N	15,5	21:55	11.06.2011
1010,9	24,8	51	20,3	63	13,0	20,3	0,0	N	15,5	03:55	12.06.2011
1011,6	24,6	56	23,8	65	16,8	23,8	0,0	NE	15,5	09:55	12.06.2011
1011,5	25,4	53	26,3	49	14,7	26,3	0,0	S	15,5	15:55	12.06.2011
1012,3	24,4	54	22,9	57	13,9	22,9	3,6	WNW	15,5	21:55	12.06.2011
1012,8	23,5	59	19,3	73	14,3	19,3	0,0	NNW	15,5	03:55	13.06.2011
1014,1	23,0	60	22,1	68	15,9	22,1	0,0	W	15,5	09:55	13.06.2011
1013,4	24,8	57	28,3	53	17,8	28,3	6,1	ENE	15,5	15:55	13.06.2011
1014,3	23,8	62	21,9	68	15,7	21,9	0,0	SW	15,5	21:55	13.06.2011
1013,9	22,9	60	18,7	74	13,9	18,7	0,0	NNE	15,5	03:55	14.06.2011
1014,5	23,0	59	23,6	64	16,4	23,6	0,0	WSW	15,5	09:55	14.06.2011
1014,5	24,4	54	29,8	42	15,5	29,8	2,5	SE	15,5	15:55	14.06.2011
1014,9	24,5	56	23,3	56	14,0	23,3	0,0	NW	15,5	21:55	14.06.2011
1015,1	23,6	56	18,9	68	12,8	18,9	0,0	N	15,5	03:55	15.06.2011
1015,6	23,6	58	23,4	62	15,7	23,4	6,1	W	15,5	09:55	15.06.2011
1015,7	24,5	57	28,5	49	16,7	28,5	3,9	SSW	15,5	15:55	15.06.2011
1016,0	24,6	57	22,9	60	14,7	22,9	0,0	E	15,5	21:55	15.06.2011
1016,6	24,0	56	21,4	63	14,0	21,4	5,7	NW	15,5	03:55	16.06.2011
1017,3	23,8	57	21,4	65	14,5	21,4	3,2	NNW	15,5	09:55	16.06.2011
1018,2	24,4	56	28,8	45	15,7	28,8	3,6	N	15,5	15:55	16.06.2011
1018,2	24,5	53	23,8	51	13,0	23,8	0,0	NNW	15,5	21:55	16.06.2011
1018,2	23,6	57	18,8	71	13,4	18,8	0,0	N	15,5	03:55	17.06.2011
1018,9	23,2	56	23,9	59	15,4	23,9	0,0	SSW	15,5	09:55	17.06.2011
1018,8	24,5	58	29,4	43	15,5	29,4	5,4	ESE	15,5	15:55	17.06.2011
1017,8	24,9	58	23,9	60	15,6	23,9	0,0	NNE	15,5	21:55	17.06.2011
1017,6	23,8	57	18,8	71	13,4	18,8	0,0	NNE	15,5	03:55	18.06.2011
1017,5	23,4	57	23,9	61	15,9	23,9	0,0	SSE	15,5	09:55	18.06.2011
1016,5	24,9	52	30,3	38	14,4	30,3	3,9	ESE	15,5	15:55	18.06.2011
1015,9	25,7	50	25,6	46	13,1	25,6	0,0	NNW	15,5	21:55	18.06.2011
1015,1	25,2	55	20,4	65	13,6	20,4	2,8	WNW	15,5	03:55	19.06.2011
1015,0	24,9	57	25,1	62	17,3	25,1	0,0	SE	15,5	09:55	19.06.2011
1013,7	26,6	55	31,2	42	16,8	31,2	3,2	SSW	15,5	15:55	19.06.2011
1013,4	26,6	54	25,3	53	15,0	25,3	0,0	WNW	15,5	21:55	19.06.2011
1012,3	25,5	54	20,9	63	13,6	20,9	0,0	NE	15,5	03:55	20.06.2011
1012,6	25,2	55	25,9	57	16,7	25,9	0,0	NNW	15,5	09:55	20.06.2011
1013,4	27,6	48	34,2	33	15,6	34,2	0,0	SE	15,5	15:54	20.06.2011
1014,3	28,0	55	27,4	54	17,3	27,4	0,0	NW	15,5	21:54	20.06.2011
1015,7	26,0	58	23,2	66	16,5	23,2	3,2	N	15,5	03:54	21.06.2011
1017,7	26,8	60	26,1	66	19,2	25,5	8,2	WNW	15,5	09:54	21.06.2011
1019,6	27,7	51	30,6	45	17,3	30,5	6,8	SW	15,5	15:54	21.06.2011
1020,0	26,7	41	25,3	42	11,4	25,0	6,8	NW	15,5	21:54	21.06.2011
1020,1	26,1	42	23,6	42	9,9	23,6	2,5	N	15,5	03:54	22.06.2011
1020,5	25,7	46	25,2	47	13,1	24,7	7,5	E	15,5	09:54	22.06.2011
1019,3	26,8	42	30,4	33	12,3	29,8	16,2	E	15,5	15:54	22.06.2011
1018,8	26,5	38	25,4	37	9,6	24,0	13,3	NNW	15,5	21:54	22.06.2011
1016,9	26,2	42	23,8	45	11,1	23,8	3,2	NW	15,5	03:54	23.06.2011
1017,0	26,1	37	26,3	35	9,6	25,9	7,2	NW	15,5	09:54	23.06.2011
1016,3	28,4	35	30,9	33	12,7	30,9	3,6	ESE	15,5	15:54	23.06.2011
1015,5	27,5	36	26,3	36	10,0	25,9	7,5	NE	15,5	21:54	23.06.2011
1014,9	27,1	39	25,3	40	10,7	25,3	4,6	N	15,5	03:54	24.06.2011
1014,3	27,0	37	27,6	35	10,7	27,6	6,1	E	15,5	09:54	24.06.2011
1014,1	28,6	41	32,6	35	15,1	32,5	10,0	NE	15,5	15:54	24.06.2011
1013,0	28,4	36	27,4	35	10,6	27,4	3,2	E	15,5	21:54	24.06.2011
1012,2	27,2	37	24,4	39	9,5	24,4	2,5	E	15,5	03:54	25.06.2011
1011,7	26,8	43	27,8	45	14,8	27,8	0,0	ENE	15,5	09:54	25.06.2011
1011,2	30,3	41	34,3	35	16,6	34,3	2,5	WSW	15,5	15:54	25.06.2011
1010,9	28,7	49	26,1	57	16,9	26,1	1,4	ESE	15,5	21:54	25.06.2011
1011,8	27,6	51	22,7	65	15,8	22,7	3,9	N	15,5	03:54	26.06.2011
1014,5	26,2	47	23,1	56	13,8	23,1	4,6	N	15,5	09:54	26.06.2011
1015,8	26,5	44	28,1	42	14,0	28,1	6,1	NW	15,5	15:54	26.06.2011
1016,6	25,8	40	22,1	42	8,6	22,1	5,7	NE	15,5	21:54	26.06.2011
1016,2	25,2	38	20,8	44	8,1	20,8	6,1	N	15,5	03:54	27.06.2011
1016,4	24,4	42	23,2	47	11,2	23,2	6,1	W	15,5	09:54	27.06.2011
1015,1	25,5	42	28,3	37	12,2	28,3	2,8	NNE	15,5	15:54	27.06.2011
1015,4	25,2	43	23,1	47	11,2	23,1	3,2	E	15,5	21:54	27.06.2011
1015,1	24,4	44	17,5	58	9,1	17,5	0,0	N	15,5	03:54	28.06.2011
1014,2	23,6	44	22,7	50	11,7	22,7	0,0	NE	15,5	09:54	28.06.2011
1011,3	25,1	41	28,0	34	10,7	28,0	6,4	ESE	15,5	15:54	28.06.2011
1011,1	25,2	46	22,7	54	12,9	22,7	0,0	SE	15,5	21:54	28.06.2011
1011,2	24,6	48	18,4	66	11,9	18,4	0,0	NNE	15,5	03:54	29.06.2011
1011,5	23,5	47	22,2	54	12,4	22,2	0,0	S	15,5	09:54	29.06.2011
1011,2	25,2	41	27,1	35	10,3	27,1	5,4	SSE	15,5	15:54	29.06.2011
1012,3	25,2	51	23,9	54	14,0	23,9	0,0	NE	15,5	21:54	29.06.2011
1013,6	24,0	52	18,9	66	12,4	18,9	0,0	NNE	15,5	03:54	30.06.2011
1013,7	24,1	58	23,3	69	17,3	23,3	0,0	WNW	15,5	09:54	30.06.2011
1013,3	25,7	55	26,7	53	16,3	26,7	6,1	SW	15,5	15:54	30.06.2011
